,alpha,performance,capacity
0,0.3,7.109413090874921,11.0
1,0.5,8.265510627342568,10.0
2,0.7,9.089598247075148,10.0
3,0.8,9.76786182018149,11.0
4,0.9,11.289231490382202,12.0
5,0.95,11.421459074440344,12.0
6,1.0,10.695981041845329,12.0
7,1.05,11.558212880586154,12.0
8,1.1,11.411679227295298,12.0
9,1.2,12.691552665052967,13.0
10,1.3,12.596825459296214,14.0
11,1.4,12.595190367173213,12.0
12,1.5,12.922086749213475,14.0
13,2.0,9.175918192796889,10.0
14,2.5,3.3583431411158102,0.0
15,3.0,0.5541848164742191,0.0
16,3.5,0.3944819793309621,0.0
