,alpha,performance,capacity
0,0.3,0.20093122338871763,8.0
1,0.5,0.2504792324780706,10.0
2,0.7,0.2755226421614182,11.0
3,0.8,0.3014144115851088,11.0
4,0.9,0.30950181393582454,12.0
5,0.95,0.3329576735208318,14.0
6,1.0,0.3398257994808228,13.0
7,1.05,0.36135441543067837,13.0
8,1.1,0.3782390037936802,14.0
9,1.2,0.379052177448826,13.0
10,1.3,0.3956672168530535,14.0
11,1.4,0.413514427915736,15.0
12,1.5,0.41721833715639695,15.0
13,2.0,0.4208713715571908,1.0
14,2.5,0.20440421538487238,7.0
15,3.0,0.15018363754911293,6.0
16,3.5,0.09390833302396578,4.0
