,alpha,performance,capacity
0,0.3,0.20415672232080034,8.0
1,0.5,0.24141437241441324,8.0
2,0.7,0.25332503641573734,9.0
3,0.8,0.2627747713997575,6.0
4,0.9,0.28349530505241166,9.0
5,0.95,0.3047953402311363,5.0
6,1.0,0.30513971499817005,8.0
7,1.05,0.3234003983274605,9.0
8,1.1,0.31959489553015713,8.0
9,1.2,0.34113872430429915,10.0
10,1.3,0.36086103607008674,11.0
11,1.4,0.3737482833107589,10.0
12,1.5,0.38486039566316294,8.0
13,2.0,0.3684912915606689,9.0
14,2.5,0.09995666731102394,0.0
15,3.0,0.018142813721953786,0.0
16,3.5,0.010177600829691607,0.0
