,alpha,performance,capacity
0,0.3,0.37791249144209427,8.0
1,0.5,0.45880274048735203,10.0
2,0.7,0.5429004157679609,10.0
3,0.8,0.5852645760422668,11.0
4,0.9,0.5977456372925346,11.0
5,0.95,0.6463818196074346,12.0
6,1.0,0.6496368414127763,12.0
7,1.05,0.6510377169996834,12.0
8,1.1,0.5716577581204807,11.0
9,1.2,0.5893478223745383,10.0
10,1.3,0.5758180585352718,12.0
11,1.4,0.5907535917331802,12.0
12,1.5,0.6139958209077816,11.0
13,2.0,0.5697256343802177,10.0
14,2.5,0.36665428774383646,5.0
15,3.0,0.13761136674154928,0.0
16,3.5,0.03743632234437556,0.0
