,alpha,performance,capacity
0,0.3,6.347438281407852,8.0
1,0.5,7.676353354429622,8.0
2,0.7,8.86075792326769,9.0
3,0.8,9.99022572269832,10.0
4,0.9,10.116850565599174,10.0
5,0.95,10.512149957311914,10.0
6,1.0,10.63405157667392,10.0
7,1.05,10.52633292460389,11.0
8,1.1,9.733664696433951,10.0
9,1.2,5.326786476231734,7.0
10,1.3,4.827981567643466,6.0
11,1.4,4.327289286216526,6.0
12,1.5,4.203772135800229,6.0
13,2.0,2.7707130481074826,4.0
14,2.5,1.8341715822197302,3.0
15,3.0,1.0825604020968398,0.0
16,3.5,1.0510637603620325,0.0
