,alpha,performance,capacity
0,0.3,0.0018657129888887852,3.0
1,0.5,0.002024353007973565,4.0
2,0.7,0.0022359853616583133,4.0
3,0.8,0.002468808537390937,5.0
4,0.9,0.0026842974346954784,4.0
5,0.95,0.002762755078170091,4.0
6,1.0,0.0027665755581311705,4.0
7,1.05,0.0025834050944578703,0.0
8,1.1,0.0017806919800865833,0.0
9,1.2,0.0004013359789458692,0.0
10,1.3,0.0002189705653849944,0.0
11,1.4,0.00036572909731265627,0.0
12,1.5,0.00043014699670395224,0.0
13,2.0,0.0003585439713392879,0.0
14,2.5,0.0002861077748938498,0.0
15,3.0,0.00023269280321137648,0.0
16,3.5,0.00018836647531611967,0.0
