,alpha,performance,capacity
0,0.3,6.309292865819537,8.0
1,0.5,7.5489572871934305,9.0
2,0.7,8.777902757077213,9.0
3,0.8,9.91590175983626,10.0
4,0.9,10.230512058112021,10.0
5,0.95,10.430822166369046,10.0
6,1.0,10.764634890267478,11.0
7,1.05,10.560567751680594,10.0
8,1.1,10.26088689782301,11.0
9,1.2,5.87165745666073,7.0
10,1.3,5.006690234685925,6.0
11,1.4,4.659759430270293,6.0
12,1.5,4.399202154866539,6.0
13,2.0,3.0954898755538225,4.0
14,2.5,1.9453507567450317,3.0
15,3.0,1.4222943152692233,3.0
16,3.5,1.1999177977647555,13.0
