,alpha,performance,capacity
0,0.3,5.846914800552755,7.0
1,0.5,6.6652338478745925,7.0
2,0.7,7.113357139608336,7.0
3,0.8,7.390242956737862,7.0
4,0.9,7.678758533658021,7.0
5,0.95,7.808626398295847,7.0
6,1.0,7.910105946179331,7.0
7,1.05,7.90896431535772,7.0
8,1.1,7.656060506018126,7.0
9,1.2,6.619130686197771,6.0
10,1.3,5.651614520106658,6.0
11,1.4,5.151228406688897,6.0
12,1.5,4.78746678480025,5.0
13,2.0,2.2067816180050914,3.0
14,2.5,0.514238679352995,0.0
15,3.0,0.3046363378489756,0.0
16,3.5,0.3554173611412301,0.0
