,alpha,performance,capacity
0,0.3,5.682935562375206,7.0
1,0.5,5.880495293874105,7.0
2,0.7,6.1087137351728105,7.0
3,0.8,6.242735476499804,7.0
4,0.9,6.43528962147265,6.0
5,0.95,6.549814340719815,6.0
6,1.0,6.661403195186262,6.0
7,1.05,6.74181993384609,6.0
8,1.1,6.7402789829870855,6.0
9,1.2,6.295103558171357,5.0
10,1.3,5.526270508465568,4.0
11,1.4,5.215014045394418,4.0
12,1.5,4.974588612334993,4.0
13,2.0,2.4524921080936304,4.0
14,2.5,1.4998700665938034,0.0
15,3.0,0.6043421500191076,0.0
16,3.5,0.4792053728667355,0.0
