,alpha,performance,capacity
0,0.3,0.002102215019688404,8.0
1,0.5,0.0025467608117498283,9.0
2,0.7,0.00289832997962055,9.0
3,0.8,0.0029557466577177223,9.0
4,0.9,0.0029359882824829186,9.0
5,0.95,0.002913021983861934,9.0
6,1.0,0.0028766610101427356,9.0
7,1.05,0.002594273517588133,8.0
8,1.1,0.002341877102093328,7.0
9,1.2,0.0018830215090621795,7.0
10,1.3,0.0016944714967895916,6.0
11,1.4,0.0014891200032764319,6.0
12,1.5,0.001260818394254912,4.0
13,2.0,0.0007305320220615273,3.0
14,2.5,0.0004751381681347445,0.0
15,3.0,0.00020329523333446176,0.0
16,3.5,0.00013043766069654696,0.0
