,alpha,performance,capacity
0,0.3,0.0005059831779164712,3.0
1,0.5,0.0005453530037333673,0.0
2,0.7,0.0005953128774301351,0.0
3,0.8,0.0006184369831620692,0.0
4,0.9,0.0006265424911154029,0.0
5,0.95,0.0006380508429250877,0.0
6,1.0,0.0006607919642163512,0.0
7,1.05,0.000679932736611411,0.0
8,1.1,0.0007108053499968606,0.0
9,1.2,0.0007762884181366448,0.0
10,1.3,0.0008327471338881355,0.0
11,1.4,0.0008609523145183919,0.0
12,1.5,0.00083766723683457,0.0
13,2.0,0.00047354115063566877,0.0
14,2.5,0.0004097619612109936,0.0
15,3.0,0.0003385363451781482,0.0
16,3.5,0.0002569651834086337,0.0
