,alpha,performance,capacity
0,0.3,2.376236036215055,4.0
1,0.5,2.53711567175917,4.0
2,0.7,2.727517305881736,3.0
3,0.8,2.8493496309980486,3.0
4,0.9,2.9964763436712345,3.0
5,0.95,3.1038277673772456,3.0
6,1.0,3.220766334422751,3.0
7,1.05,3.3329973730392717,3.0
8,1.1,3.501154822162742,3.0
9,1.2,3.842360227335243,3.0
10,1.3,4.044761359266999,3.0
11,1.4,3.6942441676993694,3.0
12,1.5,2.4984461645239557,3.0
13,2.0,1.1893805780207805,3.0
14,2.5,1.0311794635898623,0.0
15,3.0,0.7066145072787199,0.0
16,3.5,0.43008089246405423,0.0
