,alpha,performance,capacity
0,0.3,0.3943444948724053,9.0
1,0.5,0.4629991507337409,10.0
2,0.7,0.5805151274361612,11.0
3,0.8,0.5928976307942285,11.0
4,0.9,0.6331526313753358,11.0
5,0.95,0.6532891579531784,12.0
6,1.0,0.6556827569226217,12.0
7,1.05,0.6575670884514752,12.0
8,1.1,0.6916311626044803,13.0
9,1.2,0.6934795159941067,13.0
10,1.3,0.7147877323115774,14.0
11,1.4,0.7105713902260892,14.0
12,1.5,0.735022020169503,15.0
13,2.0,0.5060328471304649,9.0
14,2.5,0.3122587995715536,6.0
15,3.0,0.22933787956586985,5.0
16,3.5,0.08521276888155116,3.0
