,alpha,performance,capacity
0,0.3,5.890183722524175,7.0
1,0.5,6.608030467791189,8.0
2,0.7,7.195604755972874,7.0
3,0.8,7.407939017468821,7.0
4,0.9,7.650118403063076,7.0
5,0.95,7.769327833769551,7.0
6,1.0,7.86996284496089,7.0
7,1.05,7.901010744471507,7.0
8,1.1,7.748042791946737,7.0
9,1.2,6.368278286972991,6.0
10,1.3,5.969912035675288,6.0
11,1.4,5.2527830990960345,5.0
12,1.5,4.854272861167391,5.0
13,2.0,1.9936486322732745,3.0
14,2.5,0.5637196738800891,0.0
15,3.0,0.22624133424015322,0.0
16,3.5,0.2819879419251082,0.0
