,alpha,performance,capacity
0,0.3,0.0017524472291502195,3.0
1,0.5,0.00199728118551005,3.0
2,0.7,0.0022898963718252937,0.0
3,0.8,0.0025178198859121454,0.0
4,0.9,0.0027716529138964914,0.0
5,0.95,0.0028670589121324195,0.0
6,1.0,0.0028995830810500164,0.0
7,1.05,0.002775204482250487,0.0
8,1.1,0.002184422507274382,0.0
9,1.2,0.00034460054158012404,0.0
10,1.3,0.0001425776227509754,0.0
11,1.4,0.0001255964047050339,0.0
12,1.5,9.23947792607938e-05,0.0
13,2.0,0.000367187265460367,0.0
14,2.5,0.00039625028194173733,0.0
15,3.0,0.00038051694512597327,0.0
16,3.5,0.00033165186299759344,0.0
