,alpha,performance,capacity
0,0.3,0.0016279908116086062,4.0
1,0.5,0.00177958823828348,3.0
2,0.7,0.0019055863541461476,3.0
3,0.8,0.0019702822435947696,3.0
4,0.9,0.0020305462050998193,0.0
5,0.95,0.002044481253304,0.0
6,1.0,0.002055709060179637,0.0
7,1.05,0.002116858753008576,0.0
8,1.1,0.002112588757406484,0.0
9,1.2,0.00010518242714378812,0.0
10,1.3,0.00032256779558825847,0.0
11,1.4,6.32213202425732e-05,0.0
12,1.5,0.0001288923964053011,0.0
13,2.0,0.00010366782627113754,0.0
14,2.5,0.0001568597418815046,0.0
15,3.0,0.00022910281248708186,0.0
16,3.5,0.00026314150159432575,0.0
