,alpha,performance,capacity
0,0.3,0.0004968926505272464,4.0
1,0.5,0.0005285829618802497,4.0
2,0.7,0.0005795906818715929,3.0
3,0.8,0.0006215895940190562,3.0
4,0.9,0.00068168011982979,3.0
5,0.95,0.0007108502553037066,3.0
6,1.0,0.0007469265461887669,3.0
7,1.05,0.0008016182547210981,3.0
8,1.1,0.0008439726956197365,3.0
9,1.2,0.0008937226346367417,3.0
10,1.3,6.085901091334913e-05,0.0
11,1.4,5.6355768086862726e-05,0.0
12,1.5,1.4080685114805702e-05,0.0
13,2.0,6.839442903355034e-05,0.0
14,2.5,6.329884592523026e-05,0.0
15,3.0,5.471151562977315e-05,0.0
16,3.5,5.118179350797934e-05,0.0
