,alpha,performance,capacity
0,0.3,0.000460474158064874,4.0
1,0.5,0.0004911921245716834,4.0
2,0.7,0.000545225585589792,4.0
3,0.8,0.0005966052346176579,3.0
4,0.9,0.000655547957494523,3.0
5,0.95,0.0006946799916300342,3.0
6,1.0,0.0007406450456012119,3.0
7,1.05,0.0007858848881458665,3.0
8,1.1,0.0008229362236492022,3.0
9,1.2,0.0007513605764117977,3.0
10,1.3,6.729942625327181e-05,0.0
11,1.4,1.2070508639287503e-05,0.0
12,1.5,6.206300127365564e-05,0.0
13,2.0,6.827589936057094e-05,0.0
14,2.5,5.36608687075069e-05,0.0
15,3.0,5.4762167053317924e-05,0.0
16,3.5,3.98905165531285e-05,0.0
