,alpha,performance,capacity
0,0.3,0.001338441657154881,8.0
1,0.5,0.0015878580018300517,9.0
2,0.7,0.002070542038341532,10.0
3,0.8,0.0021127594774793964,10.0
4,0.9,0.0021423562728125553,10.0
5,0.95,0.002143049560830592,10.0
6,1.0,0.0022611699123960003,12.0
7,1.05,0.0022166621594238802,12.0
8,1.1,0.0020868057096963353,10.0
9,1.2,0.000672971151894935,5.0
10,1.3,0.0005177760705041927,4.0
11,1.4,0.0004583826310849308,3.0
12,1.5,0.00040755170418236506,3.0
13,2.0,0.0002862547379422533,3.0
14,2.5,0.00023736344398752642,0.0
15,3.0,0.00013445643439283846,0.0
16,3.5,6.720670456042256e-05,0.0
