,alpha,performance,capacity
0,0.3,0.0013296997043712841,8.0
1,0.5,0.0017935318998978343,10.0
2,0.7,0.0018721598375370408,9.0
3,0.8,0.002107767653037671,10.0
4,0.9,0.002198874337567847,11.0
5,0.95,0.0022808372721839546,11.0
6,1.0,0.0022829306520828325,11.0
7,1.05,0.002245947966659173,11.0
8,1.1,0.0021625019043348807,11.0
9,1.2,0.0006860734132756616,5.0
10,1.3,0.0004979921698527962,5.0
11,1.4,0.0004792412850520266,10.0
12,1.5,0.0004433334475895095,4.0
13,2.0,0.000321770011513131,3.0
14,2.5,9.444359394696681e-05,0.0
15,3.0,9.001867298332334e-05,0.0
16,3.5,7.92080916570164e-05,0.0
