,alpha,performance,capacity
0,0.3,0.0013136253985436923,8.0
1,0.5,0.001569254681355813,9.0
2,0.7,0.0018501107582515307,9.0
3,0.8,0.0020826064297273044,10.0
4,0.9,0.002118783998849464,10.0
5,0.95,0.0021347680992608677,10.0
6,1.0,0.0022667878375833496,11.0
7,1.05,0.0022314222278864097,11.0
8,1.1,0.0021514593368485977,11.0
9,1.2,0.0006936446421426585,5.0
10,1.3,0.0005507076541652641,4.0
11,1.4,0.0005252117697819133,4.0
12,1.5,0.00047619924744382613,3.0
13,2.0,0.000292623399242983,3.0
14,2.5,0.00022426985633209278,0.0
15,3.0,0.00010066274420726198,0.0
16,3.5,8.078447261624915e-05,0.0
