,alpha,performance,capacity
0,0.3,0.0013316361222950519,8.0
1,0.5,0.0017742268579167845,9.0
2,0.7,0.0018901446585182521,9.0
3,0.8,0.00210759912918944,10.0
4,0.9,0.002142810663029993,10.0
5,0.95,0.0022663506405786573,11.0
6,1.0,0.002279139793769384,11.0
7,1.05,0.0022190371198776075,11.0
8,1.1,0.002081248862305197,11.0
9,1.2,0.0006509886080472198,4.0
10,1.3,0.00047259728031874614,5.0
11,1.4,0.0004475662537594071,4.0
12,1.5,0.0004372184518555327,3.0
13,2.0,0.00031441185419827587,3.0
14,2.5,0.0002669330873308118,14.0
15,3.0,0.00027126301902839696,3.0
16,3.5,0.00011186351011867786,0.0
